Number,First Name,Last Name,Email Address,Department,Division,Completed On,Respondent IP,Employee Commitment and Satisfaction:ECS_Q1,Employee Commitment and Satisfaction:ECS_Q2,Employee Commitment and Satisfaction:ECS_Q3,Employee Commitment and Satisfaction:ECS_Q4,Employee Commitment and Satisfaction:ECS_Q5,Employee Commitment and Satisfaction:ECS_Q6,Workplace Environment and Culture:WEC_Q1,Workplace Environment and Culture:WEC_Q2,Workplace Environment and Culture:WEC_Q3,Workplace Environment and Culture:WEC_Q4,Workplace Environment and Culture:WEC_Q5,Compensation & Benefits:CB_Q1,Compensation & Benefits:CB_Q2,Compensation & Benefits:CB_Q3,Compensation & Benefits:CB_Q4,Performance Management:PM_Q1,Performance Management:PM_Q2,Performance Management:PM_Q3,Performance Management:PM_Q4,Performance Management:PM_Q5,Performance Management:PM_Q6,Performance Management:PM_Q7,Career Development and Training:CDT_Q1,Career Development and Training:CDT_Q2,Career Development and Training:CDT_Q3,Career Development and Training:CDT_Q4,Career Development and Training:CDT_Q5,Career Development and Training:CDT_Q6,Communications:COMM_Q1,Communications:COMM_Q2,Communications:COMM_Q3,Communications:COMM_Q4,Team Effectiveness:TE_Q1,Team Effectiveness:TE_Q2,Team Effectiveness:TE_Q3,Team Effectiveness:TE_Q4,Team Effectiveness:TE_Q5,Job Stress:JS_Q1,Job Stress:JS_Q2,Job Stress:JS_Q3,Company Image:CI_Q1,Company Image:CI_Q2,Company Image:CI_Q3,Company Image:CI_Q4,Strategy:STRAT_Q1,Strategy:STRAT_Q2,Strategy:STRAT_Q3,"On a scale of zero to ten, how likely is it that you would recommend Company to friends as a great place to work?",What 2-3 things do you value most about working at Company?,What 2-3 things should Company begin to do?,What 2-3 things should Company stop doing?,Please provide suggestions for ongoing improvement to the performance feedback process.
10000227,FNAME228,LNAME228,,National Operations,Operations,3/10/2017 11:53,100.000.000.227,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,10,"I value my work relationships. I have good, mutually respectful relationships with my co-workers and that leads to a great deal of job satisfaction. My boss is a very sharp, considerate, likeable individual who makes me feel like an important and valued member of his team. I greatly value the interdepartmental collaboration to resolve issues or imperfections in processes - this company has needed that for years and it's finally happening.","Company should begin to support the court reporting schools in finding more students of the profession. We should also begin reaching out to new grads, students close to graduation, and market ourselves so that we can recruit them as Company reporters. Getting into those schools with a big presence, in some way, builds confidence in our brand from the Beginning of their careers.",I can't think of anything,I can't think of anything
10000228,FNAME229,LNAME229,,Field Sales,Central Region,3/10/2017 11:50,100.000.000.228,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Strongly Disagree,Agree,Agree,Somewhat Disagree,Somewhat Agree,Disagree,Disagree,Somewhat Agree,Disagree,Somewhat Agree,Disagree,Disagree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Strongly Disagree,Disagree,Agree,Disagree,Disagree,Strongly Disagree,Somewhat Disagree,Agree,Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,5,,Invest in people and hold people who continually make mistakes accountable,Having a revolving door for sales management,
10000229,FNAME230,LNAME230,,Production,Operations,3/10/2017 12:11,100.000.000.229,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,8,"I really value the people I work with and the support of my managers.
I really enjoy the experience and training from being in the production team.",I think we evolve to fit with the times and keep boosting ourselves forward and continue to strive to get it right and create customers for life.,I don't have anything to say negatively about Company. I think its a great company and if we stay on this path of success then we shouldn't stop anything.,
10000230,FNAME231,LNAME231,,Field Sales,Northeast Region,3/10/2017 12:28,100.000.000.230,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Agree,Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,0,"the compensation changes are positive

it's a nice office","create a better work/life balance instead of inundating employees with emails saying that will happen.  
Empowering employees to have a flex schedule as long as they can accomplish their jobs","The over abundance on metrics is completely counterproductive to results.  Employees spend more time worrying about having the proper metrics than the actual results.  It can be determined pretty quickly if an employee wants to be here by their work ethic and results after being given a reasonable amount of time to learn the job.

The consistent measuring of every aspect of your day is demeaning and hurts job performance and morale and creates a big brother environment.  If results aren't there that speaks for themselves.

This company has the highest level of employee scrutiny and oversight I have ever seen.  People are adults and if they don't act like it, get rid of them.  If they do, why micro manage them.  

Company does not accept anything it deems an excuse.  It is a perform at all costs mentality and when a solid employee does not and their are legitimate environmental or internal performance reasons, it's basically......too bad.  We have our investors to answer to.  There is zero leeway for failure.  No one wants to fail but sometimes there are mitigating circumstances that could affect performance. You should work to correct them but the sense of urgency is so incredibly overwhelming that it put the stress level into the stratosphere.

The open door policy from the highest level of executives does not seem to be highly accurate",
10000231,FNAME232,LNAME232,,Field Operations,Southwest Region,3/10/2017 12:28,100.000.000.231,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Disagree,Agree,Somewhat Agree,Disagree,Somewhat Agree,Agree,Disagree,Somewhat Disagree,Disagree,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,Agree,Agree,Somewhat Disagree,Somewhat Agree,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Disagree,Disagree,Somewhat Agree,Agree,Somewhat Agree,Disagree,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,3,"client relationships
co-worker relationships","team building activities for employees
bonus incentive for any employee who brings clients to Company",,
10000232,FNAME233,LNAME233,,Field Operations,Northeast Region,3/10/2017 13:21,100.000.000.232,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Disagree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Disagree,Agree,Agree,Agree,Agree,6,"The co-workers that I deal with throughout the company!!!
The respect and dedication that most employees have in this company...","need to sometimes remember the 'client' that just wants his transcript and the
process we need to go through to get it to him...",,
10000233,FNAME234,LNAME234,,Production,Operations,3/10/2017 14:40,100.000.000.233,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,5,,,,
10000234,FNAME235,LNAME235,,Field Sales,Southeast Region,3/10/2017 15:05,100.000.000.234,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Strongly Agree,8,"There is an overall strong work effort to build Companys reputation as the deposition provider of choice. The employees are hard working and trustworthy.
The industry is interesting challenging and changing technology wise and we are putting forth a great effort to be the best and I appreciate that","invest in our court reporters, invest marketing money, advertise a little more.",,
10000235,FNAME236,LNAME236,,IT,Corporate,3/10/2017 15:25,100.000.000.235,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,Agree,Agree,Somewhat Disagree,Somewhat Disagree,Agree,Agree,Somewhat Disagree,Disagree,Disagree,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,5,"1. Remote access to work from home office
2. Opportunities for innovation","1. Corporate Skill Building and Mentoring
2. Initiate a Process Improvement Team to evaluate inter-departmental processes",,
10000236,FNAME237,LNAME237,,Finance,Corporate,3/10/2017 15:18,100.000.000.236,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,10,"The three things that i value most about working at Company are vacation time, a manager that takes pride in training his team and the ability to work for a company that is not complacent and always looking to expand.","Work from home 2 days a week for employees who are capable.
Increase pay.
Train on roles within the company so that we are familiar with the roles of our colleagues.","We should really stop praising ONLY production and look at the success of finance, sales and other field entities that drive business as well as keep the lights on. 
I really cannot think of anything else. Everything is pretty much going well.",Engaging more as a corporate team will increase morale. This will in time increase our work performance. We are a team at Company. We should know that we are all equally important and that we are nothing without the other. Each department is important in our overall success as a company. With that being said we should improve as a team with company functions. Our clients will then see the dynamic and how genuine our brand is.
10000237,FNAME238,LNAME238,,Production,Operations,3/10/2017 15:18,100.000.000.237,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,Agree,Agree,7,Manageable workload,Work to get more court reporters.,Wasting resources,
10000238,FNAME239,LNAME239,,Finance,Corporate,3/10/2017 15:34,100.000.000.238,Strongly Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,9,Work life balance and room for advancement,401k match and timely communication,Nothing.,None
10000239,FNAME240,LNAME240,,Field Operations,Central Region,3/10/2017 16:58,100.000.000.239,Strongly Agree,Agree,Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Agree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Agree,Agree,Somewhat Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Agree,Strongly Agree,Agree,Somewhat Disagree,Somewhat Disagree,Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,8,"1. I really value the opportunity to manage my market/region with confidence from leadership.

2. I believe the compensation is very competitive for our market.

3. Having leaders in the company who truly care about the direction we are going and all of our team members.","1. I believe some of the process's could be streamlined to make our jobs a little more efficient.

2. We need to take a close look at staffing in our local offices. We are running really lean in a lot of areas and with the growth that is coming I fear our foundation is not strong enough to support.",1. Maybe slow down on some of the meetings. We have a lot every week!,
10000240,FNAME241,LNAME241,,Field Sales,Southeast Region,3/10/2017 18:57,100.000.000.240,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,10,"I value the overall feel of Company.  I have never ever had a single negative experience with any of my co-workers and that makes it a wonderful place to work!  I feel most of the staff feels the same, so it is easy to be a happy employee.  

When I've had any type of small issue, Steve Diaz listens to my concerns and works with me towards a solution.","Assure our clients are heard.  I've heard many complaints about the call center (hold times, lack of that 'warm' feeling they use to get when they would call the local office to schedule.  This seems to be something the clients really feel strongly about.  They want to be treated and feel like they are VIP every single time they are in communication with Company.",,
10000241,FNAME242,LNAME242,,Field Operations,Central Region,3/10/2017 19:12,100.000.000.241,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,5,"I enjoy working with my co-workers and managers. 
I like the interaction with clients to offer good service and product.","The COE needs to be re-formatted. There are too many mistakes, too long time delays for clients and it takes away the contact the local offices have with clients. 
The ticketing system needs to be whittled down - too many redundant and unnecessary tickets.
Keep the 'Best Practices' adjustments to once a quarter.",No comment.,"Revise COE, streamline ticketing and come up with a department or team for finding locations for clients. Also, create a service provider team to assist reporters and affiliates with portal turn in."
10000242,FNAME243,LNAME243,,Field Operations,Northwest Region,3/10/2017 20:21,100.000.000.242,Somewhat Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Disagree,Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,2,My relationships with both fellow co-workers and client relationships.,,,
10000243,FNAME244,LNAME244,,Production,Operations,3/10/2017 21:37,100.000.000.243,Agree,Agree,Agree,Agree,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,5,,,,
10000244,FNAME245,LNAME245,,Order Management,Shared Services,3/10/2017 23:37,100.000.000.244,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,7,"1. The constant exchange of new ideas.
2. Improvement in how we work alongside our reporters and videographers.","1.  Work more closely with the more knowledgeable employees in each department in order to determine what obstacles each individual department may face.
2.  Improve communication when new policies start, everyone is on the same page.","1. Not taking time  fully train new employees.
2. More more to discuss new proceduress (to maude reveyron is on the same pag",
